,UserGenere,UserAge,UserExperience,TimeStamp,PlayerSpeed,PlayerAcceleration,CameraRotationZ,GameFps,DiscomfortLevel,UserGenere_contri,UserAge_contri,UserExperience_contri,TimeStamp_contri,PlayerSpeed_contri,PlayerAcceleration_contri,CameraRotationZ_contri,GameFps_contri,importanceProfile,importanceGame
3975,1,0,0,133.0083,92,7,-0.040596,92,1,1.056023755296034,-0.0,-0.0,112.09952083128553,-11.873592071566161,0.14364682647102295,-0.0004563590288975867,44.58379298759117,UserGenere,PlayerSpeed
3976,1,1,0,65.00636999999999,10,0,-0.063247,90,1,1.056023755296034,-0.008813932870834772,-0.0,54.78743001738428,-1.290607833865887,0.0,-0.0007109897403853991,43.61458009655657,UserGenere,PlayerSpeed
3977,1,1,0,172.0014,65,18,0.021861000000000002,90,1,1.056023755296034,-0.008813932870834772,-0.0,144.962942329992,-8.388950920128266,0.3693775537826304,0.0002457499441011465,43.61458009655657,UserGenere,PlayerSpeed
3978,1,2,0,164.0125,78,13,-0.090805,90,1,1.056023755296034,-0.017627865741669545,-0.0,138.22988986658137,-10.06674110415392,0.2667726777318997,-0.0010207823829698826,43.61458009655657,UserGenere,PlayerSpeed
3979,1,0,0,90.00745,79,-13,0.075031,90,1,1.056023755296034,-0.0,-0.0,75.85836384831542,-10.195801887540508,-0.2667726777318997,0.0008434593136568831,43.61458009655657,UserGenere,PlayerSpeed
3980,0,0,0,161.0008,97,12,0.031045,90,1,0.0,-0.0,-0.0,135.69162626282446,-12.518895988499105,0.2462517025217536,0.00034899167534056504,43.61458009655657,UserGenere,PlayerSpeed
3981,1,0,0,283.0176,145,3,-0.096123,90,1,1.056023755296034,-0.0,-0.0,238.52750051553502,-18.713813591055363,0.0615629256304384,-0.001080564561403161,43.61458009655657,UserGenere,PlayerSpeed
3982,1,2,0,147.0095,41,-5,-0.128432,90,1,1.056023755296034,-0.017627865741669545,-0.0,123.89974541172897,-5.291492118850138,-0.10260487605073067,-0.0014437654645623914,43.61458009655657,UserGenere,PlayerSpeed
3983,1,1,0,189.0021,8,-18,-0.136274,90,1,1.056023755296034,-0.008813932870834772,-0.0,159.2911483426727,-1.0324862670927097,-0.3693775537826304,-0.0015319211327221827,43.61458009655657,UserGenere,PlayerSpeed
3984,0,0,0,218.9939,25,-4,0.017481,90,1,0.0,-0.0,-0.0,184.56826570202355,-3.226519584664718,-0.08208390084058453,0.000196512271754821,43.61458009655657,UserGenere,PlayerSpeed
3985,0,0,0,198.9929,21,20,-0.008045,90,1,0.0,-0.0,-0.0,167.71140401635023,-2.710276451118363,0.41041950420292267,-9.043768813383301e-05,43.61458009655657,UserGenere,PlayerSpeed
3986,1,2,0,125.0108,3,-9,0.07328,90,1,1.056023755296034,-0.017627865741669545,-0.0,105.3592202797545,-0.38718235015976615,-0.1846887768913152,0.0008237754861960575,43.61458009655657,UserGenere,PlayerSpeed
3987,0,0,0,184.0131,72,16,0.041221,90,1,0.0,-0.0,-0.0,155.08641443187702,-9.292376403834387,0.32833560336233814,0.000463384952462987,43.61458009655657,UserGenere,PlayerSpeed
3988,1,0,0,267.005,113,16,-0.040064999999999996,90,1,1.056023755296034,-0.0,-0.0,225.03206611585438,-14.583868522684526,0.32833560336233814,-0.0004503898042364225,43.61458009655657,UserGenere,PlayerSpeed
